Client_ID,Age,Gender,Education,Income,Loan_Amount,Loan_Purpose,Credit_Score,Interest_Rate,Loan_Term_Years,Employment_Type,Default_Status
29894,42,Female,Graduate,112904,947749,Home,406,17.54,10,Salaried,0
29895,48,Female,Graduate,65621,424659,Personal,844,20.59,5,Business,1
29896,44,Male,Graduate,105163,947502,Personal,489,15.9,10,Self-Employed,1
29897,49,Male,Post Graduate,65357,241606,Personal,773,12.95,10,Self-Employed,1
29898,29,Male,Graduate,54492,164251,Business,813,11.8,7,Salaried,1
29899,62,Male,Under Graduate,29125,480398,Education,351,19.99,3,Self-Employed,1
29900,24,Male,Post Graduate,175651,718988,Personal,650,12.95,15,Salaried,0
29901,38,Female,Graduate,54052,852658,Car,679,15.93,1,Salaried,1
29902,63,Female,Graduate,163332,1193076,Business,392,8.69,15,Self-Employed,0
29903,36,Female,Under Graduate,106896,61005,Car,758,13.13,10,Salaried,0
29904,53,Male,Graduate,101465,54611,Home,792,17.66,3,Salaried,0
29905,49,Female,Graduate,49081,591751,Personal,431,23.92,15,Salaried,0
29906,59,Female,Under Graduate,132362,717178,Business,307,15.46,5,Salaried,0
29907,30,Female,Post Graduate,26158,442468,Business,655,13.9,10,Salaried,1
29908,29,Female,Post Graduate,44663,959881,Personal,630,18.32,15,Salaried,0
29909,51,Male,Graduate,75255,898015,Home,695,9,5,Salaried,0
29910,48,Male,Under Graduate,163458,156804,Personal,517,15.08,7,Business,1
29911,23,Female,Graduate,172559,642696,Car,646,10.71,7,Salaried,0
29912,34,Female,Graduate,20216,257738,Personal,806,13.07,7,Salaried,0
29913,45,Female,Graduate,124857,850287,Business,658,15.81,3,Salaried,0
29914,35,Female,Graduate,61150,489407,Business,632,9.16,3,Salaried,0
29915,22,Female,Under Graduate,49910,387711,Personal,380,23.94,3,Self-Employed,0
29916,44,Female,Post Graduate,42757,1139689,Car,363,13.49,5,Business,0
29917,34,Female,Post Graduate,47423,664737,Home,839,12.66,3,Salaried,0
29918,27,Female,Under Graduate,146337,432892,Education,754,14.87,3,Salaried,0
29919,56,Female,Graduate,121659,181578,Personal,803,15.36,3,Salaried,1
29920,44,Male,Graduate,48742,305758,Home,782,24.25,5,Self-Employed,1
29921,47,Female,Post Graduate,131830,224478,Home,776,13.7,1,Salaried,0
29922,57,Male,Post Graduate,36983,542508,Personal,602,17.21,10,Salaried,1
29923,58,Male,Post Graduate,45435,768825,Personal,503,17.96,15,Salaried,0
29924,50,Female,Graduate,42168,819550,Car,347,14.11,5,Self-Employed,0
29925,47,Female,Post Graduate,91974,1155472,Personal,763,23.67,10,Salaried,0
29926,59,Male,Graduate,133840,1142968,Car,587,20.48,7,Salaried,0
29927,35,Male,Graduate,133795,408394,Home,305,22.42,5,Salaried,1
29928,46,Female,Graduate,64851,885757,Personal,643,9.09,10,Salaried,0
29929,21,Male,Graduate,47257,829621,Education,651,24.39,10,Self-Employed,0
29930,24,Female,Graduate,101475,302815,Home,701,12.81,15,Salaried,0
29931,49,Female,Graduate,174636,477446,Personal,483,9.84,15,Self-Employed,0
29932,21,Male,Under Graduate,63200,552312,Business,757,21.22,7,Business,1
29933,63,Female,Under Graduate,143873,362080,Personal,820,12.36,15,Self-Employed,1
29934,42,Male,Post Graduate,56678,700056,Education,542,16.13,1,Business,0
29935,31,Female,Under Graduate,31773,833056,Home,326,22.16,3,Salaried,0
29936,30,Female,Under Graduate,164406,795719,Business,480,10.05,5,Salaried,0
29937,37,Male,Graduate,48701,899855,Home,303,10.55,10,Salaried,0
29938,56,Male,Graduate,107740,786569,Personal,757,21.3,1,Salaried,0
29939,46,Female,Under Graduate,99468,89917,Personal,324,16.99,10,Salaried,0
29940,41,Female,Post Graduate,68528,401362,Education,761,12.42,7,Business,0
29941,33,Male,Graduate,21376,1141959,Education,501,18.32,10,Self-Employed,0
29942,29,Female,Post Graduate,79557,594155,Personal,476,20.37,1,Self-Employed,0
29943,31,Male,Graduate,144395,474415,Business,336,16.1,7,Salaried,0
29944,31,Male,Graduate,162988,106231,Business,382,11.46,1,Salaried,1
29945,26,Male,Graduate,126675,684048,Home,476,20.95,1,Salaried,1
29946,21,Female,Graduate,86261,120062,Personal,511,10.42,15,Salaried,0
29947,26,Male,Graduate,91805,1048142,Personal,509,21.07,3,Business,0
29948,33,Female,Under Graduate,74887,527647,Business,395,13.42,3,Self-Employed,1
29949,42,Male,Graduate,103125,1184753,Car,438,8.03,10,Salaried,1
29950,51,Female,Graduate,114079,747515,Business,543,17.32,5,Business,1
29951,42,Female,Graduate,52411,923453,Personal,520,14.2,10,Salaried,0
29952,57,Male,Post Graduate,157745,386010,Business,787,12.59,7,Self-Employed,0
29953,47,Male,Under Graduate,42156,1061852,Car,594,17.97,3,Salaried,0
29954,34,Male,Graduate,49856,534664,Personal,684,14.73,5,Salaried,0
29955,25,Female,Graduate,99758,331555,Home,435,13.9,7,Self-Employed,1
29956,56,Female,Graduate,146677,828437,Education,375,23.25,10,Salaried,0
29957,52,Female,Post Graduate,58910,608500,Personal,425,9.66,5,Salaried,0
29958,54,Male,Graduate,55749,1022931,Car,647,15.96,5,Self-Employed,1
29959,27,Male,Graduate,48421,322748,Car,766,12.94,15,Salaried,1
29960,62,Male,Graduate,121750,251241,Home,776,13.71,5,Salaried,0
29961,30,Male,Graduate,173312,1075292,Home,405,16.84,7,Salaried,0
29962,37,Male,Under Graduate,93775,824066,Education,681,26.45,10,Self-Employed,0
29963,50,Female,Graduate,133774,238718,Business,525,21.18,3,Business,0
29964,41,Male,Graduate,155080,310476,Home,702,11.86,5,Salaried,0
29965,33,Female,Under Graduate,45038,647408,Car,387,19.45,7,Salaried,0
29966,21,Male,Under Graduate,156265,752750,Personal,525,11.08,7,Salaried,1
29967,21,Male,Graduate,132641,218150,Personal,621,25.71,3,Salaried,0
29968,53,Male,Under Graduate,44305,1136579,Business,408,16.48,1,Salaried,0
29969,58,Male,Post Graduate,79763,418783,Personal,680,26.99,7,Business,0
29970,45,Male,Graduate,116075,1118579,Personal,500,21.25,7,Self-Employed,0
29971,46,Female,Post Graduate,61993,367675,Personal,674,24.67,10,Salaried,0
29972,33,Male,Graduate,147398,314031,Personal,370,11.59,3,Self-Employed,0
29973,48,Female,Graduate,60193,116863,Car,688,25.1,5,Salaried,0
29974,53,Female,Graduate,58520,1124895,Business,595,11.79,7,Salaried,1
29975,57,Female,Post Graduate,174432,1022948,Personal,459,27.52,1,Business,1
29976,61,Female,Under Graduate,53243,615382,Personal,659,13.6,3,Self-Employed,0
29977,50,Male,Graduate,142192,496482,Business,821,21.68,10,Self-Employed,1
29978,28,Male,Graduate,162003,1183141,Home,745,18.93,3,Self-Employed,0
29979,21,Male,Post Graduate,40967,540157,Business,467,17.57,3,Salaried,0
29980,32,Male,Post Graduate,77040,212341,Business,644,16.57,10,Salaried,1
29981,25,Male,Under Graduate,130252,578524,Business,785,15.67,10,Salaried,1
29982,44,Female,Graduate,25023,1110550,Home,478,14.06,15,Salaried,1
29983,26,Male,Post Graduate,123885,996675,Personal,438,19.94,10,Salaried,0
29984,45,Male,Graduate,131829,96818,Car,505,27.68,10,Salaried,0
29985,21,Female,Under Graduate,131550,73918,Home,766,21.44,10,Salaried,1
29986,45,Male,Graduate,103268,742879,Car,332,23.14,5,Salaried,0
29987,21,Male,Graduate,120661,343221,Home,429,21.08,3,Business,1
29988,52,Female,Graduate,25000,369312,Home,381,18.31,10,Self-Employed,0
29989,62,Male,Under Graduate,49756,610805,Personal,409,24.34,5,Self-Employed,1
29990,62,Female,Post Graduate,57982,684903,Home,309,14.46,5,Business,1
29991,23,Female,Under Graduate,164931,267521,Personal,698,13.46,5,Self-Employed,0
29992,39,Male,Graduate,73760,1068070,Home,838,15.68,7,Salaried,0
29993,63,Female,Post Graduate,31734,427195,Car,769,19.58,15,Salaried,1
29994,49,Male,Graduate,148557,527650,Car,714,8,15,Salaried,0
29995,22,Male,Post Graduate,95328,891963,Home,427,24.7,7,Salaried,0
29996,29,Male,Under Graduate,104997,308615,Car,781,14.06,1,Self-Employed,1
29997,37,Female,Under Graduate,107975,132517,Home,753,20.02,5,Salaried,0
29998,56,Female,Post Graduate,30428,180881,Home,568,9.05,3,Salaried,0
29999,37,Female,Post Graduate,41139,286621,Personal,723,16.63,7,Business,0
30000,32,Female,Under Graduate,48976,387143,Home,826,9.36,5,Self-Employed,0
30001,40,Female,Graduate,33011,577973,Home,742,8.23,10,Self-Employed,0
30002,23,Female,Under Graduate,31543,792736,Home,522,23.77,7,Business,0
30003,63,Female,Under Graduate,142636,1199000,Personal,725,16.1,3,Business,0
30004,24,Female,Post Graduate,68142,204429,Car,665,24.29,3,Salaried,0
30005,37,Female,Under Graduate,141430,74077,Home,398,14.75,3,Self-Employed,0
30006,57,Female,Graduate,49563,1016889,Personal,609,20.96,10,Business,0
30007,62,Female,Graduate,136958,116836,Business,819,9.89,5,Business,0
30008,35,Male,Post Graduate,162938,713974,Business,396,11.81,5,Business,0
30009,53,Female,Graduate,61787,658280,Personal,790,17.43,5,Business,0
30010,36,Male,Post Graduate,159058,1067259,Car,696,16.81,7,Business,0
30011,31,Male,Under Graduate,160607,997942,Home,469,11.88,1,Salaried,0
30012,40,Male,Graduate,59164,928946,Personal,458,25.42,5,Salaried,0
30013,58,Male,Graduate,39511,901077,Car,312,13.69,1,Salaried,1
30014,44,Female,Post Graduate,70613,1048530,Home,419,16.55,1,Business,1
30015,36,Male,Graduate,58344,1103312,Business,605,14.75,1,Salaried,1
30016,50,Male,Graduate,164860,341392,Car,626,27.91,5,Salaried,0
30017,54,Male,Graduate,62330,116467,Home,705,14.93,7,Self-Employed,0
30018,21,Female,Graduate,61445,1053210,Home,781,13.29,5,Salaried,0
30019,44,Male,Graduate,108916,808699,Personal,436,26.14,3,Salaried,0
30020,44,Male,Under Graduate,28133,1108343,Personal,782,11.15,7,Salaried,0
30021,29,Female,Graduate,154873,135021,Personal,814,26.36,3,Salaried,0
30022,42,Female,Graduate,85747,129689,Personal,320,19.37,5,Salaried,0
30023,32,Female,Under Graduate,90332,805129,Personal,548,12.46,15,Salaried,1
30024,37,Female,Under Graduate,43404,1039347,Personal,652,13.04,10,Salaried,0
30025,45,Female,Graduate,153733,1037470,Education,565,22.22,15,Salaried,1
30026,48,Female,Post Graduate,78259,1010925,Home,701,8.79,3,Salaried,0
30027,35,Female,Under Graduate,177108,174463,Car,787,22.31,7,Self-Employed,0
30028,50,Female,Post Graduate,163502,907430,Personal,556,14.2,5,Salaried,0
30029,47,Female,Under Graduate,162620,369248,Education,849,24.17,10,Self-Employed,0
30030,42,Male,Post Graduate,168549,330858,Personal,342,10.5,5,Salaried,0
30031,30,Female,Graduate,93280,982203,Personal,350,12.98,10,Business,1
30032,51,Male,Post Graduate,29525,719949,Home,392,16.78,5,Salaried,0
30033,47,Male,Post Graduate,94592,928014,Personal,304,25.58,1,Salaried,1
30034,32,Female,Post Graduate,45862,443164,Personal,341,13.68,10,Salaried,0
30035,51,Female,Graduate,171611,872669,Car,557,24.88,7,Salaried,0
30036,52,Female,Graduate,143188,1070106,Personal,743,10.04,10,Salaried,1
30037,52,Female,Under Graduate,119847,170448,Education,697,11.47,3,Business,0
30038,61,Male,Graduate,141172,1025879,Personal,334,11.16,15,Salaried,1
30039,55,Male,Graduate,25721,931437,Business,679,20.26,15,Salaried,0
30040,41,Female,Under Graduate,169028,576353,Business,828,15.77,7,Business,0
30041,30,Male,Graduate,38385,342684,Home,686,25.27,5,Business,0
30042,36,Female,Graduate,111011,1075145,Personal,372,17.72,5,Business,0
30043,27,Male,Post Graduate,37491,143677,Business,619,24.76,1,Salaried,0
30044,24,Male,Post Graduate,159247,1116862,Car,631,12.81,15,Salaried,0
30045,47,Female,Post Graduate,41241,420403,Home,306,26.63,3,Self-Employed,1
30046,45,Female,Under Graduate,130831,824738,Personal,776,20.7,5,Business,1
30047,51,Male,Graduate,109191,185656,Home,617,18.11,3,Self-Employed,0
30048,31,Female,Post Graduate,179442,425215,Home,317,20.18,3,Salaried,0
30049,40,Male,Graduate,57088,154635,Home,310,26.34,5,Self-Employed,0
30050,56,Female,Graduate,48950,792553,Education,446,14.85,7,Salaried,1
30051,37,Female,Under Graduate,172968,181195,Business,786,12.92,10,Salaried,0
30052,31,Female,Graduate,179532,850648,Business,817,12.91,1,Self-Employed,0
30053,50,Female,Post Graduate,61361,344753,Business,464,27.45,10,Salaried,0
30054,55,Female,Graduate,144973,467076,Education,420,14.75,10,Salaried,0
30055,61,Female,Graduate,67617,521161,Home,364,25.68,3,Salaried,1
30056,58,Female,Post Graduate,170703,288662,Personal,607,10.75,3,Business,0
30057,42,Male,Post Graduate,162335,1117673,Car,529,16.61,1,Salaried,0
30058,63,Female,Graduate,23856,696899,Home,340,20.38,5,Salaried,0
30059,47,Male,Under Graduate,130197,751088,Car,329,27.27,15,Salaried,1
30060,57,Female,Graduate,127885,980680,Personal,387,21.55,10,Salaried,0
30061,55,Male,Graduate,139087,870915,Education,585,8.04,10,Business,0
30062,24,Female,Graduate,149175,731639,Personal,425,23.2,3,Self-Employed,1
30063,36,Female,Graduate,38782,86227,Education,571,21,15,Salaried,1
30064,36,Male,Graduate,114912,259973,Business,350,11.7,1,Salaried,0
30065,41,Female,Under Graduate,142971,1007166,Business,308,20.41,10,Salaried,0
30066,46,Female,Post Graduate,36368,608945,Personal,670,26.51,3,Salaried,0
30067,56,Female,Graduate,50825,1136596,Home,512,8.09,5,Salaried,1
30068,39,Female,Under Graduate,123526,292642,Education,389,27.49,10,Business,0
30069,37,Female,Graduate,104099,725985,Car,801,13.92,7,Salaried,1
30070,46,Male,Graduate,47392,399314,Home,653,20.15,5,Business,0
30071,42,Female,Graduate,152384,651441,Business,525,13.55,10,Self-Employed,0
30072,48,Male,Graduate,49129,200017,Home,349,22.62,7,Business,0
30073,21,Male,Post Graduate,143778,1144720,Personal,600,18.32,10,Self-Employed,1
30074,64,Male,Graduate,39556,548722,Car,378,13.26,5,Salaried,1
30075,56,Male,Post Graduate,61208,1176727,Home,473,18.07,3,Self-Employed,0
30076,63,Male,Post Graduate,112351,199931,Personal,746,15.03,5,Business,0
30077,57,Male,Under Graduate,39016,1109612,Personal,840,12.99,5,Salaried,0
30078,22,Male,Under Graduate,171719,154781,Home,359,19.86,3,Business,0
30079,37,Male,Graduate,99421,972921,Business,368,20.76,7,Business,0
30080,60,Female,Graduate,83658,1052608,Personal,635,10.81,7,Salaried,0
30081,58,Male,Post Graduate,56472,651606,Home,640,26.58,1,Salaried,1
30082,41,Female,Graduate,66295,790524,Personal,669,8.13,7,Salaried,1
30083,29,Male,Graduate,103117,591365,Business,832,13.54,3,Business,0
30084,33,Male,Post Graduate,159764,479057,Home,775,14.87,3,Self-Employed,0
30085,31,Female,Graduate,142978,138519,Personal,525,9.33,5,Self-Employed,0
30086,36,Male,Under Graduate,100707,65160,Home,691,9.8,1,Salaried,0
30087,36,Female,Graduate,170584,545060,Personal,665,24.95,7,Salaried,0
30088,22,Male,Under Graduate,35019,832453,Home,650,15.24,10,Self-Employed,0
30089,62,Female,Under Graduate,143592,168602,Car,448,15.31,5,Self-Employed,0
30090,64,Female,Graduate,23914,184945,Home,486,21.77,15,Self-Employed,0
30091,28,Male,Post Graduate,108908,360603,Personal,424,22.49,10,Self-Employed,0
30092,63,Male,Post Graduate,101818,1077908,Home,640,22.15,15,Self-Employed,0
30093,62,Male,Post Graduate,44621,426994,Education,520,17.38,7,Salaried,0
30094,33,Male,Post Graduate,55899,119882,Home,453,22.13,5,Salaried,0
30095,37,Female,Post Graduate,82610,912325,Home,824,26.48,10,Business,1
30096,59,Female,Graduate,80007,201164,Home,813,10.7,5,Salaried,0
30097,44,Female,Graduate,45525,816146,Home,540,19.5,1,Salaried,0
30098,23,Female,Under Graduate,162832,597421,Personal,460,25.57,3,Salaried,0
30099,50,Female,Graduate,47297,768462,Education,747,27.31,3,Salaried,0
30100,33,Female,Graduate,107157,1180633,Business,330,9.76,5,Salaried,0
30101,39,Female,Graduate,165644,440439,Home,481,27,10,Salaried,0
30102,27,Male,Under Graduate,129785,843538,Business,442,22.53,7,Business,1
30103,29,Male,Post Graduate,117403,794522,Home,639,22.49,3,Business,0
30104,39,Male,Under Graduate,139412,1146718,Personal,479,10.95,3,Salaried,0
30105,60,Male,Under Graduate,113446,444274,Home,626,19.52,3,Salaried,0
30106,42,Male,Under Graduate,68977,185686,Home,399,15.17,1,Business,1
30107,38,Male,Post Graduate,141223,1125168,Personal,470,19.71,3,Business,0
30108,43,Male,Graduate,170773,713721,Home,504,22.75,5,Business,0
30109,22,Male,Graduate,40428,450440,Home,816,11.67,10,Business,0
30110,31,Female,Post Graduate,104141,1026235,Personal,433,11.06,5,Salaried,1
30111,51,Male,Graduate,36244,541420,Home,816,15.14,3,Self-Employed,0
30112,53,Male,Post Graduate,49264,1016337,Education,728,20.85,5,Salaried,0
30113,34,Male,Post Graduate,57035,797521,Home,538,21.48,5,Salaried,1
30114,36,Female,Post Graduate,41102,1139958,Personal,689,20.18,1,Salaried,0
30115,31,Male,Graduate,106734,332501,Car,774,24.99,15,Business,0
30116,53,Female,Graduate,178033,409152,Business,827,22.7,1,Salaried,1
30117,27,Female,Under Graduate,27237,1033185,Personal,459,18.09,1,Salaried,0
30118,51,Male,Graduate,22984,380053,Personal,580,17.65,5,Salaried,0
30119,34,Female,Post Graduate,39640,734619,Business,382,23.95,10,Salaried,0
30120,48,Male,Post Graduate,177084,600805,Car,777,25.68,5,Salaried,0
30121,63,Male,Under Graduate,27179,514140,Business,846,24.98,5,Salaried,0
30122,36,Male,Under Graduate,70584,562584,Car,414,17.93,7,Business,0
30123,39,Female,Graduate,62734,265657,Personal,326,19.58,1,Salaried,0
30124,37,Male,Post Graduate,118721,491055,Home,765,23.73,15,Salaried,0
30125,46,Male,Graduate,108394,364889,Personal,312,19.59,5,Business,0
30126,26,Male,Graduate,173879,127594,Personal,714,12.5,10,Business,1
30127,63,Female,Under Graduate,103058,85597,Education,750,25.74,5,Salaried,1
30128,29,Female,Post Graduate,62193,135256,Home,330,17.87,5,Self-Employed,1
30129,37,Female,Post Graduate,65053,860632,Home,515,27.64,3,Self-Employed,0
30130,51,Female,Graduate,99028,972552,Education,489,19.06,5,Business,0
30131,32,Male,Under Graduate,158704,970799,Personal,592,15.74,3,Salaried,1
30132,43,Male,Graduate,166459,1081321,Home,652,12.27,15,Business,0
30133,25,Female,Under Graduate,46544,703992,Car,442,14.9,5,Self-Employed,0
30134,63,Male,Post Graduate,44174,435129,Business,361,12.41,5,Salaried,1
30135,56,Female,Graduate,22471,100973,Personal,505,26.43,3,Salaried,1
30136,56,Male,Graduate,83099,353388,Car,603,20.01,15,Salaried,0
30137,23,Male,Graduate,49319,378275,Personal,423,24.4,7,Salaried,0
30138,44,Female,Under Graduate,65850,585363,Home,826,12.17,7,Self-Employed,0
30139,37,Female,Under Graduate,59056,712015,Car,803,9.24,3,Business,0
30140,59,Male,Post Graduate,40721,77653,Education,837,16.38,7,Salaried,0
30141,46,Female,Post Graduate,128005,96262,Personal,588,26.72,7,Self-Employed,1
30142,24,Male,Post Graduate,41534,975381,Car,368,10.26,15,Self-Employed,0
30143,32,Male,Post Graduate,176420,1007156,Personal,327,23.77,3,Salaried,0
30144,21,Male,Post Graduate,97400,603976,Personal,426,9.18,10,Salaried,0
30145,41,Male,Graduate,149499,1178920,Education,796,11.3,5,Business,1
30146,39,Female,Under Graduate,163250,292129,Business,846,22.6,3,Self-Employed,0
30147,41,Male,Under Graduate,163460,683944,Personal,725,12.22,7,Salaried,0
30148,38,Male,Graduate,96585,594277,Personal,715,8.44,1,Salaried,0
30149,63,Male,Under Graduate,84278,1040327,Personal,473,12.39,10,Business,0
